VID,EID,ASF,STWMV,STPPT,STSLIDES,SLID,SLWMV,SLTN,SLSLIDES,SLPPT,EVTID,Event,Title,Speakers
0568,0094,0568_w.asf,,✅,✅,558,,✅,✅,✅,68,TechNet Security Workshop VII,0567_W2K8-NetworkAccessProtection_fin,
0569,,,,,,559,,,,,,,,
0570,0094,0570_w.asf,,✅,✅,560,,✅,✅,✅,68,TechNet Security Workshop VII,0570_Accesso_Sicuro_Alle_Applicazioni_fin,
0571,0094,0571_w.asf,,✅,✅,561,,✅,✅,✅,68,TechNet Security Workshop VII,0571_Forefront Security - Protezione dal Malware - Giorgini_fin_2of2,
0572,0094,0572_w.asf,,✅,✅,562,,✅,✅,✅,68,TechNet Security Workshop VII,0572_Security_Strategy_Briefing_fin,
0573,0094,0573_w.asf,,✅,✅,563,,✅,✅,✅,68,TechNet Security Workshop VII,0573_Renamed_LongFileName_1183648_fin,
0574,0094,0574_w.asf,,✅,✅,564,,✅,✅,✅,68,TechNet Security Workshop VII,0574_Security_Governance_fin,
0575,0095,0575_w.asf,,✅,✅,565,high,✅,✅,✅,41,Web Administration Summit 2006,,
0576,0095,0576_w.asf,,✅,✅,566,high,✅,✅,✅,41,Web Administration Summit 2006,,
0577,0095,0577_w.asf,,✅,✅,567,high,✅,✅,✅,41,Web Administration Summit 2006,,
0578,0095,0578_w.asf,,✅,✅,568,high,✅,✅,✅,41,Web Administration Summit 2006,,
0579,0095,0579_w.asf,,✅,✅,569,high,✅,✅,✅,41,Web Administration Summit 2006,,
0580,,,,,,570,,,,,,,,
0581,0096,0581_w.asf,,✅,✅,571,high,✅,✅,✅,70,Microsoft Management Summit 2007,You're in Control: System Center and Forefront Security,"Eric Berg, Jeff Wettlaufer"
0582,0096,0582_w.asf,,✅,✅,572,high,✅,✅,✅,70,Microsoft Management Summit 2007,Implementing Core Infrastructure Optimisation,Garry Corcoran
0583,0096,0583_w.asf,,✅,✅,573,high,✅,✅,✅,70,Microsoft Management Summit 2007,System Center Essentials 2007: Overview and Architecture,Mike Peers
0584,0096,0584_w.asf,,✅,✅,574,high,✅,✅,✅,70,Microsoft Management Summit 2007,System Center Operations Manager 2007: Technical Overview,Ellis Paul
0585,0096,0585_w.asf,,✅,✅,575,high,✅,✅,✅,70,Microsoft Management Summit 2007,Understanding Microsoft's Forefront Security Solution for Businesses,Stephen Lamb
0586,0096,0586_w.asf,,✅,✅,576,high,✅,✅,✅,70,Microsoft Management Summit 2007,Microsoft Softgrid: Creating Software as a Service,Paul Butterworth
0587,0096,0587_w.asf,,✅,✅,577,high,✅,✅,✅,70,Microsoft Management Summit 2007,System Center Operations Manager 2007: Deployment Planning and Best Practices,Ellis Paul
0588,0096,0588_w.asf,,✅,✅,578,high,✅,✅,✅,70,Microsoft Management Summit 2007,Managing Forefront Client Security In-Depth using MOM Technology,Gordon McKenna
0589,0096,0589_w.asf,,✅,✅,579,high,✅,✅,✅,70,Microsoft Management Summit 2007,Systems Center Service Manager overview,Paul Butterworth
0590,0096,0590_w.asf,,✅,✅,580,high,✅,✅,✅,70,Microsoft Management Summit 2007,System Center Configuration Manager 2007: Technical Overview,Jeff Wettlaufer
0591,0096,0591_w.asf,,✅,✅,581,high,✅,✅,✅,70,Microsoft Management Summit 2007,Windows Server Virtualisation - Solution Scenarios,David Hitchen
0592,0096,0592_w.asf,,✅,✅,582,high,✅,✅,✅,70,Microsoft Management Summit 2007,Managing Systems with Windows Powershell,Richard Siddaway
0593,0096,0593_w.asf,,✅,✅,583,high,✅,✅,✅,70,Microsoft Management Summit 2007,System Center Configuration Manager: Deploying Windows in the Enterprise,Jeff Wettlaufer
0594,0096,0594_w.asf,,✅,✅,584,high,✅,✅,✅,70,Microsoft Management Summit 2007,System Center Virtual Machine Manager,David Hitchen
0595,,,,,,585,,,,,,,,
0596,0097,0596_w.asf,,✅,✅,586,,✅,✅,✅,71,REMIX 2007,Keynote: Silverlight,Scott Guthrie
0597,0097,0597_w.asf,,✅,✅,587,,✅,✅,✅,71,REMIX 2007,Put Your Assets on the Big Screen with Windows Media Center,"Django Weisz Blanchetta, Paul Brand"
0598,0097,0598_w.asf,,✅,✅,588,,✅,✅,✅,71,REMIX 2007,Implementing Rich UI for Web Application,Pete LePage
0599,0097,0599_w.asf,,✅,✅,589,,✅,✅,✅,71,REMIX 2007,Designing Stunning Sites with Silverlight,Beau Ambur
0600,0097,0600_w.asf,,✅,✅,590,,✅,✅,✅,71,REMIX 2007,Web Standards and IE7,Molly Holzschlag
0601,0097,0601_w.asf,,✅,✅,591,,✅,✅,✅,71,REMIX 2007,WPF in Real World Development,"Jan van Boesschoten, Pascal Haakmat"
0602,0097,0602_w.asf,,✅,✅,592,,✅,✅,✅,71,REMIX 2007,Design in Motion: Video Production Workflow,Beau Ambur
0603,0097,0603_w.asf,,✅,✅,593,,✅,✅,✅,71,REMIX 2007,Choosing the Right Microsoft User Experience Platform,Martin Tirion
0604,0097,0604_w.asf,,✅,✅,594,,✅,✅,✅,71,REMIX 2007,Search Engine Optimization with Rich Media,Pete LePage
0605,0097,0605_w.asf,,✅,✅,595,,✅,✅,✅,71,REMIX 2007,Killer Digital Reading Experiences,Paul Dawson
0606,0097,0606_w.asf,,✅,✅,596,,✅,✅,✅,71,REMIX 2007,Using Windows Live Services in Your Own Web Application - Part 1,George Moore
0607,0097,0607_w.asf,,✅,✅,597,,✅,✅,✅,71,REMIX 2007,WPF and Silverlight: Creating Designs That Will Captivate not Intimidate Users,Paul Dawson
0608,0097,0608_w.asf,,✅,✅,598,,✅,✅,✅,71,REMIX 2007,Using Windows Live Services in Your Own Web Application - Part 2,George Moore
0609,0097,0609_w.asf,,✅,✅,599,,✅,✅,✅,71,REMIX 2007,The Designer Influence,Paul Dawson
0610,0097,0610_w.asf,,✅,✅,600,,✅,✅,✅,71,REMIX 2007,Silverlight: Creating and Delivering Amazing Video Experiences on the Web,Pete LePage
0611,0097,0611a_w.asf,,✅,✅,601,,✅,✅,✅,71,REMIX 2007,Thinking in CSS: How to Build Great Looking Sites,"Patricia Bosselaar, Molly Holzschlag"
0612,0097,0612_w.asf,,✅,✅,602,,✅,✅,✅,71,REMIX 2007,Designing Rich Client Experiences with Expression Blend and WPF,Jon Harris
0613,,,,,,603,,,,,,,,
0614,0098,0614_w.asf,,✅,✅,604,,✅,✅,✅,72,TechNet Live 2007,Keynote TechNet Live Tony en Daniel,
0615,0098,0615_w.asf,,✅,✅,605,,✅,✅,✅,72,TechNet Live 2007,Microsoft Office Communications Server 2007 en Microsoft Exchange Server 2007 - Samen Beter (NL 16x9),
0616,0098,0616_w.asf,,✅,✅,606,,✅,✅,✅,72,TechNet Live 2007,TechNet Live SharePoint overview - Bart Wessels,
0617,0098,0617_w.asf,,✅,✅,607,,✅,✅,✅,72,TechNet Live 2007,TechNet NL FFS sasar,
0618,0098,0618_w.asf,,✅,✅,608,,✅,✅,✅,72,TechNet Live 2007,Forefront Client Security (Beekelaar),
0619,0098,0619_w.asf,,✅,✅,609,,✅,✅,✅,72,TechNet Live 2007,Nieuwe mogelijkheden met Microsoft Office Communications Server 2007 (NL 4x3),
0620,0098,0620_w.asf,,✅,✅,610,,✅,✅,✅,72,TechNet Live 2007,Office Communications Server 2007 en de integratie met telefoons (NL 4x3),
0621,0098,0621_w.asf,, ,✅,611,,✅,✅, ,72,TechNet Live 2007,Hack the Network,Marcus Murray
0622,0100,0622_w.asf,,✅,✅,612,,✅,✅,✅,76,DevDays 2007,Keynote: Silverlight,Scott Guthrie
0623,0100,0623_w.asf,,✅,✅,613,,✅,✅,✅,76,DevDays 2007,Programming with Reflection and Custom Attributes,Francesco Balena
0624,0100,0624_w.asf,,✅,✅,614,,✅,✅,✅,76,DevDays 2007,First Look at ASP.NET and Visual Studio 'Orcas',Scott Guthrie
0625,0100,0625a_w.asf,,✅,✅,615,,✅,✅,✅,76,DevDays 2007,ASP.NET AJAX Controls and Partial Rendering,Dino Esposito
0626,0100,0626_w.asf,,✅,✅,616,,✅,✅,✅,76,DevDays 2007,WCF and WF: Stateful Services,Ingo Rammer
0627,0100,0627a_w.asf,,✅,✅,617,,✅,✅,✅,76,DevDays 2007,Profiling and Optimizing .NET Applications,Ingo Rammer
0628,0100,0628_w.asf,,✅,✅,618,,✅,✅,✅,76,DevDays 2007,Programming SQL Server 2005 Service Broker,Gert Drapers
0629,0100,0629_w.asf,,✅,✅,619,,✅,✅,✅,76,DevDays 2007,Rockin' with WPF and WCF,Mark Miller
0630,0100,0630_w.asf,,✅,✅,620,,✅,✅,✅,76,DevDays 2007,"Developing Web Parts, the Smart Way",Jan Tielens
0631,0100,0631_w.asf,,✅,✅,621,,✅,✅,✅,76,DevDays 2007,"Windows Vista for Developers, Besides .NET Fx 3.x (Part 1 of 2)",Daniel Moth
0632,0100,0632_w.asf,,✅,✅,622,,✅,✅,✅,76,DevDays 2007,SharePoint as a  Solution Platform,Jan Tielens
0633,0100,0633_w.asf,,✅,✅,623,,✅,✅,✅,76,DevDays 2007,"Windows Vista for Developers, Besides .NET Fx 3.x (Part 2 of 2)",Daniel Moth
0634,0100,0634_w.asf,,✅,✅,624,,✅,✅,✅,76,DevDays 2007,Live Mashups Bouwen,Serge van Schie
0635,0100,0635_w.asf,,✅,✅,625,,✅,✅,✅,76,DevDays 2007,SQL Server Integration Services for Developers,Darren Green
0636,0100,0636a_w.asf,,✅,✅,626,,✅,✅,✅,76,DevDays 2007,Applied LINQ: Putting LINQ to Work,Alex Thissen
0637,0100,0637_w.asf,,✅,✅,627,,✅,✅,✅,76,DevDays 2007,Using Data in Visual Studio Tools for Office Solutions,Michael J. Hernandez
0638,0100,0638_w.asf,,✅,✅,628,,✅,✅,✅,76,DevDays 2007,Business Intelligence with SQL Server 2005 and 2007 Office system,Marcel Westra
0639,0100,0639_w.asf,, , ,629,,✅, , ,76,DevDays 2007,Developing on Microsoft Office,
0640,0100,0640_w.asf,,✅,✅,630,,✅,✅,✅,76,DevDays 2007,Service Oriented Architecture: From Architecture to .NET 3.0 implementation,"Reinhard Brongers, Donald Hessing"
0641,0100,0641_w.asf,,✅,✅,631,,✅,✅,✅,76,DevDays 2007,Practical Team Foundation Server,Marcel de Vries
0642,0100,0642_w.asf,,✅,✅,632,,✅,✅,✅,76,DevDays 2007,Web Services Software Factory,Clemens Reijnen
0643,0100,0643_w.asf,,✅,✅,633,,✅,✅,✅,76,DevDays 2007,LINQ: Waarvoor Gebruikt u Het?,Beat Nideröst
0644,0100,0644_w.asf,,✅,✅,634,,✅,✅,✅,76,DevDays 2007,Best Practices for Microsoft Dynamics CRM,Steven Brom
0645,0100,0645_w.asf,,✅,✅,635,,✅,✅,✅,76,DevDays 2007,WCF Service Model Internals and Extensibility,Gijs de Jong
0646,0100,0646_w.asf,,✅,✅,636,,✅,✅,✅,76,DevDays 2007,"""Longhorn"" Transactional File System",Erno de Weerd
0647,0100,0647_w.asf,,✅,✅,637,,✅,✅,✅,76,DevDays 2007,Advanced VB2005 Programming,Francesco Balena
0648,0100,0648_w.asf,,✅,✅,638,,✅,✅,✅,76,DevDays 2007,Designing Asynchronous ASP.NET (AJAX) Pages and Get It Right,Dino Esposito
0649,0100,0649_w.asf,,✅,✅,639,,✅,✅,✅,76,DevDays 2007,Building Silverlight Applications using .NET (Part 1),Scott Guthrie
0650,0100,0650_w.asf,,✅,✅,640,,✅,✅,✅,76,DevDays 2007,Building Silverlight Applications using .NET (Part 2),Scott Guthrie
0651,0100,0651_w.asf,,✅,✅,641,,✅,✅,✅,76,DevDays 2007,ASP.NET: Inside Runtime Components,Dino Esposito
0652,0100,0652_w.asf,,✅,✅,642,,✅,✅,✅,76,DevDays 2007,WPF Introduction,Peter Himschoot
0653,0100,0653_w.asf,,✅,✅,643,,✅,✅,✅,76,DevDays 2007,XNA Gaming in Academia,Dave Mitchell
0654,0100,0654_w.asf,,✅,✅,644,,✅,✅,✅,76,DevDays 2007,XNA Game Studio Express: Programming Your Xbox 360,Rob Miles
0655,0100,0655_w.asf,,✅,✅,645,,✅,✅,✅,76,DevDays 2007,Fun with Regular Expressions,Francesco Balena
0656,0100,0656_w.asf,,✅,✅,646,,✅,✅,✅,76,DevDays 2007,Visual Studio 2005 for Database Professionals,Gert Drapers
0657,0100,0657_w.asf,,✅,✅,647,,✅,✅,✅,76,DevDays 2007,Keynote: Silverlight for Academic,Scott Guthrie
0658,0100,0658_w.asf,,✅,✅,648,,✅,✅,✅,76,DevDays 2007,Tesla: Democratizing the Cloud,Erik Meijer
0659,0100,0659_w.asf,,✅,✅,649,,✅,✅,✅,76,DevDays 2007,WF Rules! - A Story About the Rule Engine,Anko Duizer
0660,0100,0660_w.asf,,✅,✅,650,,✅,✅,✅,76,DevDays 2007,WPF Data Binding Explained,Peter Himschoot
0661,0100,0661_w.asf,,✅,✅,651,,✅,✅,✅,76,DevDays 2007,The Science of Great UI,Mark Miller
0662,0100,0662_w.asf,,✅,✅,652,,✅,✅,✅,76,DevDays 2007,SQL Server Compact voor Smart Clients,Bas van Atteveldt
0663,0100,0663_w.asf,,✅,✅,653,,✅,✅,✅,76,DevDays 2007,Practical Windows Workflow Foundation,Marcel de Vries
0664,0100,0664_w.asf,,✅,✅,654,,✅,✅,✅,76,DevDays 2007,ADO.NET 3.0 Entitiy Data Model,Gert Drapers
0665,0100,0665_w.asf,,✅,✅,655,,✅,✅,✅,76,DevDays 2007,Windows CardSpace and Your Digital Identities,Erik van der Ven
0666,0100,0666_w.asf,,✅,✅,656,,✅,✅,✅,76,DevDays 2007,"Lego Mindstorm NXT, Visual Studio en Microsoft Robotics","Alex Thissen, Anko Duizer"
0667,0100,0667_w.asf,,✅,✅,657,,✅,✅,✅,76,DevDays 2007,Building Windows Vista Sidebar Gadgets,Thomas Huijer
0668,0100,0668_w.asf,,✅,✅,658,,✅,✅,✅,76,DevDays 2007,Overview of Visual Studio Tools for Office,Michael Hernandez
0669,0100,0669_w.asf,,✅,✅,659,,✅,✅,✅,76,DevDays 2007,Office Open XML Development,Wouter van Vugt
0670,0100,0670_w.asf,,✅,✅,660,,✅,✅,✅,76,DevDays 2007,What's New in Team System ORCAS,Marcel de Vries
0671,0100,0671_w.asf,,✅,✅,661,,✅,✅,✅,76,DevDays 2007,Imagine Cup: iConnect,Cannibal Game Studio
0672,0100,0672_w.asf,,✅,✅,662,,✅,✅,✅,76,DevDays 2007,Windows Mobile Managed APIs,Daniel Moth
0673,0100,0673_w.asf,,✅,✅,663,,✅,✅,✅,76,DevDays 2007,Web 2.0 and the Enterprise,Matt Joe
0674,0100,0674_w.asf,,✅,✅,664,,✅,✅,✅,76,DevDays 2007,Software as a Service,Adam Magee
0675,0100,0675_w.asf,,✅,✅,665,,✅,✅,✅,76,DevDays 2007,How to Build Successful DSLs,"Jos Warmer, Leendert Versluijs"
0676,0100,0676_w.asf,,✅,✅,666,,✅,✅,✅,76,DevDays 2007,Extending Visual Studio with Tools for Model Driven Development,Stuart Kent
0677,0099,0677f_w.asf,, , ,667,,✅,✅, ,77,Documentaries,Network Security: The Ancient Art of Defence ,John Craddock
0678,0099,0678a_w.asf,, , ,668,,✅,✅, ,66,Lighter Side of IT,Unify Your Communications,
0679,0099,0679a_w.asf,, , ,669,,✅,✅, ,66,Lighter Side of IT,Microsoft Roundtable 360 Panoramic View,
0680,0101,0680_w.asf,,✅,✅,670,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Werner van Huffel,
0681,0101,0681_w.asf,,✅,✅,671,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,BizTalk Public Sector Chris Axton,
0682,0101,0682_w.asf,,✅,✅,672,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,BizTalk lcrump-finalx,
0683,0101,0683_w.asf,,✅,✅,673,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,steve_martin_FINALx,
0684,0101,0684_w.asf,,✅,✅,674,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Anush Kumarx,
0685,0101,0685_w.asf,,✅,✅,675,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Phill Kenny,
0686,0101,0686_w.asf,,✅,✅,676,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Ian Lister_Miguel Herrera,
0687,0101,0687_w.asf,,✅,✅,677,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Ian Lister_Miguel Herrera,
0688,0101,0688_w.asf,,✅,✅,678,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,toneybarnes_V2,
0689,0101,0689_w.asf,,✅,✅,679,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Don Ferguson and Oliver Sharpx,
0690,0101,0690_w.asf,,✅,✅,680,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Don Ferguson and Oliver Sharpx,
0691,0101,0691_w.asf,,✅,✅,681,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Don Ferguson and Oliver Sharpx,
0692,0101,0692_w.asf,,✅,✅,682,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Don Ferguson and Oliver Sharpx,
0693,0101,0693_w.asf,,✅,✅,683,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Don Ferguson and Oliver Sharpx,
0694,0101,0694_w.asf,, , ,684,,✅, , ,78,BizTalk Server 2006 R2 Launch,,
0695,0101,0695_w.asf,,✅,✅,685,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,SWIFT James Bibby v2.0x,
0696,0101,0696_w.asf,,✅,✅,686,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,Craig van Zeyl_finalx,
0697,0101,0697_w.asf,,✅,✅,687,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,BizTalk Final,
0698,0101,0698_w.asf,,✅,✅,688,,✅,✅,✅,78,BizTalk Server 2006 R2 Launch,BizTalk Final,
0699,0099,0699_w.asf,, , ,689,,✅,✅,,666,MIX 2007 Keynote,MIX07 Keynote: Pushing the Envelope of What's Possible on the Web Today,Ray Ozzie
0700,0099,0700_w.asf,, , ,690,,✅,✅,,75,WinHEC 2007,WinHEC 2007 Keynote: Windows Platform Innovations for Today and Tommorrow,Bill Gates
0701,0099,0701_w.asf,, , ,691,,✅,✅,,77,Documentaries,Behind the Code,Anders Hejlsberg
0702,0102,0702_w.asf,,✅,✅,692,high,✅,✅,✅,79,MMS Roadshow 2007,,
0703,0102,0703_w.asf,,✅,✅,693,high,✅,✅,✅,79,MMS Roadshow 2007,,
0704,0102,0704_w.asf,,✅,✅,694,high,✅,✅,✅,79,MMS Roadshow 2007,,
0705,0102,0705_w.asf,,✅,✅,695,high,✅,✅,✅,79,MMS Roadshow 2007,,
0706,0102,0706_w.asf,,✅,✅,696,high,✅,✅,✅,79,MMS Roadshow 2007,,
0707,0103,0707_w.asf,,✅,✅,697,high,✅,✅,✅,80,SBS 2003 a Windows Vista,0707_SBS 2003 a nov_technologiex,
0708,0103,0708_w.asf,,✅,✅,698,high,✅,✅,✅,80,SBS 2003 a Windows Vista,0708_SBS 2003 a nov_technologiex,
0709,0103,0709_w.asf,,✅,✅,699,high,✅,✅,✅,80,SBS 2003 a Windows Vista,0709_SBS 2003 a nov_technologiex,
0710,0104,0710_w.asf,,✅,✅,700,high,✅,✅,✅,81,Technet Konference 2007,0710_lukes_petratur_frantik_keynotex,
0711,0104,0711_w.asf,,✅,✅,701,high,✅,✅,✅,81,Technet Konference 2007,0711_vista_vysek_vavrax,
0712,0104,0712_w.asf,,✅,✅,702,high,✅,✅,✅,81,Technet Konference 2007,0712_w2k8_pavlis_florianx,
0713,0104,0713_w.asf,,✅,✅,703,high,✅,✅,✅,81,Technet Konference 2007,0713_uc_henc_mirosnikx,
0714,0104,0714_w.asf,,✅,✅,704,high,✅,✅,✅,81,Technet Konference 2007,0714_infrastruktura_solc_drymlx,
0715,0105,0715a_w.asf,, ,✅,705,high,✅,✅,✅,82,TechEd Developers 2007,Keynote: Building Great Applications,S.Somasegar
0716,0105,0716a_w.asf,, , ,706,high,✅,✅,✅,82,TechEd Developers 2007,The Irresistible Forces Meet the Moveable Objects,Pat Helland
0717,0105,0717_w.asf,, , ,707,high,✅,✅, ,82,TechEd Developers 2007,Why Software Sucks?,David Platt 
0718,,,, , ,708,,✅,✅,✅,82,TechEd Developers 2007,Optimizing and Extending ASP.NET AJAX,Stefan Schackow 
0719,0105,0719_w.asf,, , ,709,high,✅,✅,✅,82,TechEd Developers 2007,Top 10 Mistakes Developers Make - Tales of an Over-Worked IT Pro,David Aiken 
0720,0105,0720a_w.asf,, , ,710,high,✅,✅,✅,82,TechEd Developers 2007,Microsoft Visual C# Under the Covers: An In-Depth Look at C# 3.0,Luke Hoban 
0721,0105,0721_w.asf,, , ,711,high,✅,✅, ,82,TechEd Developers 2007,"Dude, Where's My Business Logic?",Chad Hower 
0722,0105,0722a_w.asf,, , ,712,high,✅,✅,✅,82,TechEd Developers 2007,The Next Release of ASP.NET - Significant Features Available Soon...,Matt Gibbs
0723,0105,0723a_w.asf,, , ,713,high,✅,✅,✅,82,TechEd Developers 2007,Build Your Own Software Factory,"Don Smith ,Dennis Doomen"
0724,0105,0724a_w.asf,, , ,714,high,✅,✅,✅,82,TechEd Developers 2007,Hidden Gems in ASP.NET 2.0,Stefan Schackow 
0725,0105,0725_w.asf,, , ,715,high,✅,✅,✅,82,TechEd Developers 2007,Building Highly Scalable ASP.NET Web Sites by Exploiting Asynchronous Programming Models,Stefan Schackow
0726,0105,0726a_w.asf,, , ,716,high,✅,✅,✅,82,TechEd Developers 2007,LINQ to SQL: Accessing Relational Data with Language Integrated Query,Luca Bolognese
0727,,,, , ,717,high,✅,✅, ,82,TechEd Developers 2007,Building Great Web Experiences with Silverlight 1.1,Jesse Liberty 
0728,0105,0728a_w.asf,, , ,718,high,✅,✅,✅,82,TechEd Developers 2007,Building A Scalable Environment,Stephen Forte 
0729,0105,0729a_w.asf,, , ,719,high,✅,✅,✅,82,TechEd Developers 2007,Understanding ASP.NET Internals,Rob Howard 
0730,0106,0730c_w.asf,, ,✅,720,high,✅,✅,✅,83,TechEd IT Forum 2007,The Next Wave: Bringing Dynamic IT to Life,Bob Kelly
0731,0106,0731_w.asf,, , ,721,high,✅,✅,✅,83,TechEd IT Forum 2007,Windows Vista SP1,David Zipkin 
0732,0106,0732a_w.asf,, , ,722,high,✅,✅,✅,83,TechEd IT Forum 2007,"""The Case of the Unexplained...""",Mark Russinovich 
0733,0106,0733_w.asf,, , ,723,high,✅,✅,✅,83,TechEd IT Forum 2007,Active Directory Domain Services in Microsoft Windows Server 2008,Stephanie Cheung 
0734,0106,0734_w.asf,, , ,724,high,✅,✅,✅,83,TechEd IT Forum 2007,System Center Mobile Device Manager - Microsoft's Next Generation Device Management and Remote Access Solution,"Garry Gross ,Martin Booth"
0735,0106,0735a_w.asf,, , ,725,high,✅,✅,✅,83,TechEd IT Forum 2007,Advanced Windows PowerShell Scripting,Jeffrey Snover
0736,0106,0736_w.asf,, , ,726,high,✅,✅,✅,83,TechEd IT Forum 2007,"Office 2007 Deployment - How, When and Why?",Mike Jorden
0737,0106,0737_w.asf,, , ,727,high,✅,✅,✅,83,TechEd IT Forum 2007,It's 11:00 PM. Do You Know Where Your Data Is?,Steve Riley
0738,0106,0738_w.asf,, , ,728,high,✅,✅,✅,83,TechEd IT Forum 2007,Windows Server 2008 Kernel Advances,Mark Russinovich 
0739,0106,0739_w.asf,, , ,729,high,✅,✅,✅,83,TechEd IT Forum 2007,"Windows Server Codename ""Centro"": IT Infrastructure Solution for Mid-Size Businesses","Nicholas King ,Steven VanRoekel "
0740,0106,0740_w.asf,, , ,730,high,✅,✅,✅,83,TechEd IT Forum 2007,Microsoft Exchange 2007 Service Pack 1 Tips and Tricks,Scott Schnoll 
0741,0106,0741_w.asf,, , ,731,high,✅,✅,✅,83,TechEd IT Forum 2007,Deploying and Managing a Customized Web Server on Server Core,"Robert McMurray ,Fabio Yeon "
0742,0106,0742_w.asf,, , ,732,high,✅,✅,✅,83,TechEd IT Forum 2007,Deploying and Managing Web Farms on Microsoft Internet Information Services 7 (IIS 7),Faith Allington 
0743,0106,0743_w.asf,, , ,733,high,✅,✅,✅,83,TechEd IT Forum 2007,Microsoft SoftGrid 4.5 Features,John Sheehan 
0744,0106,0744_w.asf,, , ,734,high,✅,✅,✅,83,TechEd IT Forum 2007,Living the Longhorn Life: What's Up With Windows Server 2008,Mark Minasi
0745,0108,0745_w.asf,, , ,735,high,✅,✅,✅,85,Конференция Платформа 2008,Пленарный доклад,"Эрик Раддер, Биргер Стен"
0746,0108,0746_w.asf,, , ,736,high,✅,✅,✅,85,Конференция Платформа 2008,Реализация требуемой политики безопасности рабочих мест,Андрей Бешков
0747,0108,0747_w.asf,, , ,737,high,✅,✅,✅,85,Конференция Платформа 2008,Использование сертифицированных систем в России,Владимир Мамыкин
0748,0108,0748_w.asf,, , ,738,high,✅,✅,✅,85,Конференция Платформа 2008,Вопросы совместимости приложений с Windows Server 2008,Алексей Федоров
0749,0108,0749_w.asf,, , ,739,high,✅,✅,✅,85,Конференция Платформа 2008,Автоматизация административных операций по управлению серверами (Microsoft Provisioning System) ,Павел Крылов
0750,0108,0750_w.asf,, , ,740,high,✅,✅,✅,85,Конференция Платформа 2008,Технологии обеспечения отказоустойчивости Windows Vista,Денис Котляров
0751,0108,0751_w.asf,, , ,741,high,✅,✅,✅,85,Конференция Платформа 2008,Управление документами предприятия в Microsoft Office SharePoint Server 2007,Алексей Галков
0752,,,,,,742,,,,,,,,
0753,0108,0753_w.asf,, , ,743,high,✅,✅,✅,85,Конференция Платформа 2008,Построение системы объединенных коммуникаций на базе Office Communications Server 2007 и Exchange Server 2007 SP1,Бари Муртазин
0754,0108,0754_w.asf,, , ,744,high,✅,✅,✅,85,Конференция Платформа 2008,Обеспечение безопасной работы удаленных офисов и филиалов,Юрий Осипов
0755,0107,0755_w.asf,,✅, ,755,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0756,0107,0756a_w.asf,,✅,✅,756,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0757,0107,0757_w.asf,,✅,✅,757,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0758,0107,0758_w.asf,,✅,✅,758,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0759,,,,✅, ,759,,,,,84,Microsoft 2007 SOA and Business Process Conference,,
0760,0107,0760_w.asf,,✅,✅,760,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0761,0107,0761_w.asf,,✅,✅,761,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0762,0107,0762_w.asf,,✅,✅,762,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0763,0107,0763a_w.asf,,✅, ,763,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0764,0107,0764_w.asf,,✅,✅,764,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0765,0107,0765_w.asf,,✅,✅,765,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0766,0107,0766_w.asf,,✅,✅,766,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0767,0107,0767_w.asf,,✅,✅,767,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0768,0107,0768_w.asf,,✅,✅,768,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0769,0107,0769_w.asf,,✅,✅,769,hd,✅,✅,✅,84,Microsoft 2007 SOA and Business Process Conference,,
0770,0109,0770_w.asf,, , ,770,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Keynote: Business without Borders,Jeff Raikes
